Mar 24 17:32:17 raspberrypi seqgen2x: START High Rate Sequencer @ sec=0, msec=474
Mar 24 17:32:17 raspberrypi seqgen2x: Time-stamp Image Save to File release 5 @ sec=0, msec=982
Mar 24 17:32:17 raspberrypi seqgen2x: Sequencer cycle 31 @ sec=0, msec=998
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 32 @ sec=1, msec=15
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 16 @ sec=1, msec=15
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 33 @ sec=1, msec=32
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 34 @ sec=1, msec=49
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 17 @ sec=1, msec=49
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 35 @ sec=1, msec=66
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 36 @ sec=1, msec=82
Mar 24 17:32:18 raspberrypi seqgen2x: Time-stamp with Image Analysis release 6 @ sec=1, msec=82
Mar 24 17:32:18 raspberrypi seqgen2x: Difference Image Proc release 3 @ sec=1, msec=82
Mar 24 17:32:18 raspberrypi seqgen2x: Send Time-stamped Image to Remote release 6 @ sec=1, msec=82
Mar 24 17:32:18 raspberrypi seqgen2x: Processed Image Save to File release 3 @ sec=1, msec=83
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 18 @ sec=1, msec=82
Mar 24 17:32:18 raspberrypi seqgen2x: Time-stamp Image Save to File release 6 @ sec=1, msec=83
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 37 @ sec=1, msec=99
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 38 @ sec=1, msec=116
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 19 @ sec=1, msec=116
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 39 @ sec=1, msec=133
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 40 @ sec=1, msec=149
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 20 @ sec=1, msec=150
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 41 @ sec=1, msec=166
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 42 @ sec=1, msec=183
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 21 @ sec=1, msec=183
Mar 24 17:32:18 raspberrypi seqgen2x: Time-stamp with Image Analysis release 7 @ sec=1, msec=183
Mar 24 17:32:18 raspberrypi seqgen2x: Time-stamp Image Save to File release 7 @ sec=1, msec=183
Mar 24 17:32:18 raspberrypi seqgen2x: Send Time-stamped Image to Remote release 7 @ sec=1, msec=183
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 43 @ sec=1, msec=200
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 44 @ sec=1, msec=217
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 22 @ sec=1, msec=217
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 45 @ sec=1, msec=233
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 46 @ sec=1, msec=250
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 23 @ sec=1, msec=250
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 47 @ sec=1, msec=267
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 48 @ sec=1, msec=284
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 24 @ sec=1, msec=284
Mar 24 17:32:18 raspberrypi seqgen2x: Time-stamp with Image Analysis release 8 @ sec=1, msec=284
Mar 24 17:32:18 raspberrypi seqgen2x: Difference Image Proc release 4 @ sec=1, msec=284
Mar 24 17:32:18 raspberrypi seqgen2x: Send Time-stamped Image to Remote release 8 @ sec=1, msec=284
Mar 24 17:32:18 raspberrypi seqgen2x: Time-stamp Image Save to File release 8 @ sec=1, msec=284
Mar 24 17:32:18 raspberrypi seqgen2x: Processed Image Save to File release 4 @ sec=1, msec=284
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 49 @ sec=1, msec=300
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 50 @ sec=1, msec=317
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 25 @ sec=1, msec=317
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 51 @ sec=1, msec=334
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 52 @ sec=1, msec=351
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 26 @ sec=1, msec=351
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 53 @ sec=1, msec=368
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 54 @ sec=1, msec=384
Mar 24 17:32:18 raspberrypi seqgen2x: Time-stamp with Image Analysis release 9 @ sec=1, msec=384
Mar 24 17:32:18 raspberrypi seqgen2x: Time-stamp Image Save to File release 9 @ sec=1, msec=384
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 27 @ sec=1, msec=384
Mar 24 17:32:18 raspberrypi seqgen2x: Send Time-stamped Image to Remote release 9 @ sec=1, msec=384
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 55 @ sec=1, msec=401
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 56 @ sec=1, msec=418
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 28 @ sec=1, msec=418
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 57 @ sec=1, msec=435
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 58 @ sec=1, msec=451
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 29 @ sec=1, msec=452
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 59 @ sec=1, msec=468
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 60 @ sec=1, msec=485
Mar 24 17:32:18 raspberrypi seqgen2x: Time-stamp with Image Analysis release 10 @ sec=1, msec=485
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 30 @ sec=1, msec=485
Mar 24 17:32:18 raspberrypi seqgen2x: Send Time-stamped Image to Remote release 10 @ sec=1, msec=485
Mar 24 17:32:18 raspberrypi seqgen2x: Time-stamp Image Save to File release 10 @ sec=1, msec=485
Mar 24 17:32:18 raspberrypi seqgen2x: Processed Image Save to File release 5 @ sec=1, msec=485
Mar 24 17:32:18 raspberrypi seqgen2x: Difference Image Proc release 5 @ sec=1, msec=485
Mar 24 17:32:18 raspberrypi seqgen2x: 1 Sec Tick Debug release 1 @ sec=1, msec=485
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 61 @ sec=1, msec=502
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 62 @ sec=1, msec=519
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 31 @ sec=1, msec=519
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 63 @ sec=1, msec=535
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 64 @ sec=1, msec=552
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 32 @ sec=1, msec=552
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 65 @ sec=1, msec=569
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 66 @ sec=1, msec=586
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 33 @ sec=1, msec=586
Mar 24 17:32:18 raspberrypi seqgen2x: Time-stamp with Image Analysis release 11 @ sec=1, msec=586
Mar 24 17:32:18 raspberrypi seqgen2x: Send Time-stamped Image to Remote release 11 @ sec=1, msec=586
Mar 24 17:32:18 raspberrypi seqgen2x: Time-stamp Image Save to File release 11 @ sec=1, msec=586
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 67 @ sec=1, msec=603
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 68 @ sec=1, msec=619
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 34 @ sec=1, msec=619
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 69 @ sec=1, msec=636
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 70 @ sec=1, msec=653
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 35 @ sec=1, msec=653
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 71 @ sec=1, msec=670
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 72 @ sec=1, msec=686
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 36 @ sec=1, msec=687
Mar 24 17:32:18 raspberrypi seqgen2x: Time-stamp with Image Analysis release 12 @ sec=1, msec=687
Mar 24 17:32:18 raspberrypi seqgen2x: Processed Image Save to File release 6 @ sec=1, msec=687
Mar 24 17:32:18 raspberrypi seqgen2x: Send Time-stamped Image to Remote release 12 @ sec=1, msec=687
Mar 24 17:32:18 raspberrypi seqgen2x: Difference Image Proc release 6 @ sec=1, msec=687
Mar 24 17:32:18 raspberrypi seqgen2x: Time-stamp Image Save to File release 12 @ sec=1, msec=687
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 73 @ sec=1, msec=703
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 74 @ sec=1, msec=720
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 37 @ sec=1, msec=720
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 75 @ sec=1, msec=737
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 76 @ sec=1, msec=754
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 38 @ sec=1, msec=754
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 77 @ sec=1, msec=770
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 78 @ sec=1, msec=787
Mar 24 17:32:18 raspberrypi seqgen2x: Time-stamp with Image Analysis release 13 @ sec=1, msec=787
Mar 24 17:32:18 raspberrypi seqgen2x: Send Time-stamped Image to Remote release 13 @ sec=1, msec=787
Mar 24 17:32:18 raspberrypi seqgen2x: Time-stamp Image Save to File release 13 @ sec=1, msec=787
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 39 @ sec=1, msec=787
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 79 @ sec=1, msec=804
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 80 @ sec=1, msec=821
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 40 @ sec=1, msec=821
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 81 @ sec=1, msec=838
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 82 @ sec=1, msec=854
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 41 @ sec=1, msec=854
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 83 @ sec=1, msec=871
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 84 @ sec=1, msec=888
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 42 @ sec=1, msec=888
Mar 24 17:32:18 raspberrypi seqgen2x: Time-stamp with Image Analysis release 14 @ sec=1, msec=888
Mar 24 17:32:18 raspberrypi seqgen2x: Processed Image Save to File release 7 @ sec=1, msec=888
Mar 24 17:32:18 raspberrypi seqgen2x: Send Time-stamped Image to Remote release 14 @ sec=1, msec=888
Mar 24 17:32:18 raspberrypi seqgen2x: Difference Image Proc release 7 @ sec=1, msec=888
Mar 24 17:32:18 raspberrypi seqgen2x: Time-stamp Image Save to File release 14 @ sec=1, msec=888
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 85 @ sec=1, msec=905
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 86 @ sec=1, msec=921
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 43 @ sec=1, msec=922
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 87 @ sec=1, msec=938
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 88 @ sec=1, msec=955
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 44 @ sec=1, msec=955
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 89 @ sec=1, msec=972
Mar 24 17:32:18 raspberrypi seqgen2x: Sequencer cycle 90 @ sec=1, msec=989
Mar 24 17:32:18 raspberrypi seqgen2x: Time-stamp with Image Analysis release 15 @ sec=1, msec=989
Mar 24 17:32:18 raspberrypi seqgen2x: Frame Sampler release 45 @ sec=1, msec=989
Mar 24 17:32:18 raspberrypi seqgen2x: Time-stamp Image Save to File release 15 @ sec=1, msec=989
Mar 24 17:32:18 raspberrypi seqgen2x: Send Time-stamped Image to Remote release 15 @ sec=1, msec=989
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 91 @ sec=2, msec=5
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 92 @ sec=2, msec=22
Mar 24 17:32:19 raspberrypi seqgen2x: Frame Sampler release 46 @ sec=2, msec=23
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 93 @ sec=2, msec=39
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 94 @ sec=2, msec=56
Mar 24 17:32:19 raspberrypi seqgen2x: Frame Sampler release 47 @ sec=2, msec=56
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 95 @ sec=2, msec=73
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 96 @ sec=2, msec=90
Mar 24 17:32:19 raspberrypi seqgen2x: Frame Sampler release 48 @ sec=2, msec=90
Mar 24 17:32:19 raspberrypi seqgen2x: Time-stamp with Image Analysis release 16 @ sec=2, msec=90
Mar 24 17:32:19 raspberrypi seqgen2x: Send Time-stamped Image to Remote release 16 @ sec=2, msec=90
Mar 24 17:32:19 raspberrypi seqgen2x: Processed Image Save to File release 8 @ sec=2, msec=90
Mar 24 17:32:19 raspberrypi seqgen2x: Time-stamp Image Save to File release 16 @ sec=2, msec=90
Mar 24 17:32:19 raspberrypi seqgen2x: Difference Image Proc release 8 @ sec=2, msec=90
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 97 @ sec=2, msec=107
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 98 @ sec=2, msec=123
Mar 24 17:32:19 raspberrypi seqgen2x: Frame Sampler release 49 @ sec=2, msec=124
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 99 @ sec=2, msec=140
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 100 @ sec=2, msec=157
Mar 24 17:32:19 raspberrypi seqgen2x: Frame Sampler release 50 @ sec=2, msec=157
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 101 @ sec=2, msec=174
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 102 @ sec=2, msec=190
Mar 24 17:32:19 raspberrypi seqgen2x: Frame Sampler release 51 @ sec=2, msec=190
Mar 24 17:32:19 raspberrypi seqgen2x: Time-stamp with Image Analysis release 17 @ sec=2, msec=190
Mar 24 17:32:19 raspberrypi seqgen2x: Send Time-stamped Image to Remote release 17 @ sec=2, msec=190
Mar 24 17:32:19 raspberrypi seqgen2x: Time-stamp Image Save to File release 17 @ sec=2, msec=190
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 103 @ sec=2, msec=207
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 104 @ sec=2, msec=224
Mar 24 17:32:19 raspberrypi seqgen2x: Frame Sampler release 52 @ sec=2, msec=224
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 105 @ sec=2, msec=241
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 106 @ sec=2, msec=257
Mar 24 17:32:19 raspberrypi seqgen2x: Frame Sampler release 53 @ sec=2, msec=257
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 107 @ sec=2, msec=274
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 108 @ sec=2, msec=291
Mar 24 17:32:19 raspberrypi seqgen2x: Time-stamp with Image Analysis release 18 @ sec=2, msec=291
Mar 24 17:32:19 raspberrypi seqgen2x: Frame Sampler release 54 @ sec=2, msec=291
Mar 24 17:32:19 raspberrypi seqgen2x: Send Time-stamped Image to Remote release 18 @ sec=2, msec=291
Mar 24 17:32:19 raspberrypi seqgen2x: Processed Image Save to File release 9 @ sec=2, msec=291
Mar 24 17:32:19 raspberrypi seqgen2x: Time-stamp Image Save to File release 18 @ sec=2, msec=291
Mar 24 17:32:19 raspberrypi seqgen2x: Difference Image Proc release 9 @ sec=2, msec=291
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 109 @ sec=2, msec=308
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 110 @ sec=2, msec=324
Mar 24 17:32:19 raspberrypi seqgen2x: Frame Sampler release 55 @ sec=2, msec=324
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 111 @ sec=2, msec=341
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 112 @ sec=2, msec=358
Mar 24 17:32:19 raspberrypi seqgen2x: Frame Sampler release 56 @ sec=2, msec=358
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 113 @ sec=2, msec=375
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 114 @ sec=2, msec=391
Mar 24 17:32:19 raspberrypi seqgen2x: Time-stamp with Image Analysis release 19 @ sec=2, msec=392
Mar 24 17:32:19 raspberrypi seqgen2x: Frame Sampler release 57 @ sec=2, msec=392
Mar 24 17:32:19 raspberrypi seqgen2x: Time-stamp Image Save to File release 19 @ sec=2, msec=392
Mar 24 17:32:19 raspberrypi seqgen2x: Send Time-stamped Image to Remote release 19 @ sec=2, msec=392
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 115 @ sec=2, msec=408
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 116 @ sec=2, msec=425
Mar 24 17:32:19 raspberrypi seqgen2x: Frame Sampler release 58 @ sec=2, msec=425
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 117 @ sec=2, msec=442
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 118 @ sec=2, msec=459
Mar 24 17:32:19 raspberrypi seqgen2x: Frame Sampler release 59 @ sec=2, msec=459
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 119 @ sec=2, msec=475
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 120 @ sec=2, msec=492
Mar 24 17:32:19 raspberrypi seqgen2x: Frame Sampler release 60 @ sec=2, msec=492
Mar 24 17:32:19 raspberrypi seqgen2x: Time-stamp with Image Analysis release 20 @ sec=2, msec=492
Mar 24 17:32:19 raspberrypi seqgen2x: Send Time-stamped Image to Remote release 20 @ sec=2, msec=492
Mar 24 17:32:19 raspberrypi seqgen2x: Time-stamp Image Save to File release 20 @ sec=2, msec=492
Mar 24 17:32:19 raspberrypi seqgen2x: Processed Image Save to File release 10 @ sec=2, msec=492
Mar 24 17:32:19 raspberrypi seqgen2x: Difference Image Proc release 10 @ sec=2, msec=492
Mar 24 17:32:19 raspberrypi seqgen2x: 1 Sec Tick Debug release 2 @ sec=2, msec=492
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 121 @ sec=2, msec=509
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 122 @ sec=2, msec=526
Mar 24 17:32:19 raspberrypi seqgen2x: Frame Sampler release 61 @ sec=2, msec=526
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 123 @ sec=2, msec=543
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 124 @ sec=2, msec=559
Mar 24 17:32:19 raspberrypi seqgen2x: Frame Sampler release 62 @ sec=2, msec=559
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 125 @ sec=2, msec=576
Mar 24 17:32:19 raspberrypi seqgen2x: Sequencer cycle 126 @ sec=2, msec=593
Mar 24 17:32:19 raspberrypi seqgen2x: Frame Sampler release 63 @ sec=2, msec=593
Mar 24 17:32:19 raspberrypi seqgen2x: Time-stamp with Image Analysis release 21 @ sec=2, msec=593
Mar 24 17:32:19 raspberrypi seqgen2x: Send Time-stamped Image to Remote release 21 @ sec=2, msec=593
